Gene	N
ENSG00000165702	14043.8217054264
ENSG00000165704	9047.50387596899
ENSG00000165714	30995.0775193798
ENSG00000165716	30033.7364341085
ENSG00000165724	30995.0775193798
ENSG00000165730	30782.7364341085
ENSG00000165731	30995.0775193798
ENSG00000165732	30995.0775193798
ENSG00000165733	30995.0775193798
ENSG00000165752	30615.3178294574
ENSG00000165757	23958.1240310078
ENSG00000165775	14043.8217054264
ENSG00000165782	30995.0775193798
ENSG00000165792	24869.84375
ENSG00000165795	30777.3671875
ENSG00000165801	25993.9921875
ENSG00000165802	25086.8837209302
ENSG00000165804	30989.6953125
ENSG00000165806	30777.3671875
ENSG00000165810	30995.0775193798
ENSG00000165813	25993.9921875
ENSG00000165819	14042.109375
ENSG00000165821	30989.6953125
ENSG00000165828	28430.2325581395
ENSG00000165832	30989.6953125
ENSG00000165837	23866.3643410853
ENSG00000165861	30782.7364341085
ENSG00000165863	29745.15625
ENSG00000165879	30995.0775193798
ENSG00000165886	30246.0775193798
ENSG00000165887	28762.992248062
ENSG00000165891	30995.0775193798
ENSG00000165895	20396.2945736434
ENSG00000165898	30777.828125
ENSG00000165905	30987.2519685039
ENSG00000165912	28514.4803149606
ENSG00000165914	25998.7596899225
ENSG00000165915	30987.2519685039
ENSG00000165916	30987.2519685039
ENSG00000165917	30987.2519685039
ENSG00000165923	30987.2519685039
ENSG00000165929	30995.0775193798
ENSG00000165934	14043.8217054264
ENSG00000165943	30995.0775193798
ENSG00000165948	25520.6511627907
ENSG00000165949	30782.7364341085
ENSG00000165959	14043.8217054264
ENSG00000165983	30995.0775193798
ENSG00000165985	25278.4186046512
ENSG00000165995	30269.3671875
ENSG00000165996	30989.6953125
ENSG00000165997	30950.3203125
ENSG00000166002	25998.7596899225
ENSG00000166004	20524.3333333333
ENSG00000166012	30995.0775193798
ENSG00000166016	30995.0775193798
ENSG00000166024	24874.5426356589
ENSG00000166025	14043.8217054264
ENSG00000166033	30989.6953125
ENSG00000166035	30955.6976744186
ENSG00000166037	30995.0775193798
ENSG00000166046	30782.7364341085
ENSG00000166068	30995.0775193798
ENSG00000166073	29270.992248062
ENSG00000166086	30990.59375
ENSG00000166091	30989.6953125
ENSG00000166105	30951.21875
ENSG00000166123	30782.7364341085
ENSG00000166126	30771.9133858268
ENSG00000166128	30777.3671875
ENSG00000166130	30995.0775193798
ENSG00000166133	30995.0775193798
ENSG00000166135	30995.0775193798
ENSG00000166136	30995.0775193798
ENSG00000166140	30995.0775193798
ENSG00000166145	30995.0775193798
ENSG00000166147	30995.0775193798
ENSG00000166153	28217.8914728682
ENSG00000166164	23125.75
ENSG00000166165	30984.2283464567
ENSG00000166166	30984.2283464567
ENSG00000166167	30995.0775193798
ENSG00000166169	30995.0775193798
ENSG00000166170	30235.2283464567
ENSG00000166171	30782.7364341085
ENSG00000166181	14040.3700787402
ENSG00000166188	25996.9921875
ENSG00000166189	14043.8217054264
ENSG00000166192	30984.2283464567
ENSG00000166197	30782.7364341085
ENSG00000166199	30774.937007874
ENSG00000166200	30955.6976744186
ENSG00000166224	30995.0775193798
ENSG00000166225	30615.3178294574
ENSG00000166226	30782.7364341085
ENSG00000166228	30995.0775193798
ENSG00000166233	25510.0157480315
ENSG00000166246	29370.3515625
ENSG00000166250	24366.5426356589
ENSG00000166260	30995.0775193798
ENSG00000166261	30995.0775193798
ENSG00000166262	8135.62790697674
ENSG00000166263	30827.6589147287
ENSG00000166265	30995.0775193798
ENSG00000166266	30782.7364341085
ENSG00000166272	25086.8837209302
ENSG00000166275	30782.7364341085
ENSG00000166278	14045.8582677165
ENSG00000166289	30990.2755905512
ENSG00000166295	30995.0775193798
ENSG00000166311	30992.6953125
ENSG00000166313	30992.6953125
ENSG00000166321	30995.0775193798
ENSG00000166323	29703.4418604651
ENSG00000166326	30782.7364341085
ENSG00000166333	30780.3671875
ENSG00000166337	30992.6953125
ENSG00000166340	30992.6953125
ENSG00000166341	30992.6953125
ENSG00000166342	30782.7364341085
ENSG00000166343	24874.5426356589
ENSG00000166347	30995.0775193798
ENSG00000166348	30995.0775193798
ENSG00000166349	30083.2015503876
ENSG00000166352	30995.0775193798
ENSG00000166359	30482.2755905512
ENSG00000166377	30995.0775193798
ENSG00000166387	30992.6953125
ENSG00000166394	30992.6953125
ENSG00000166398	30990.2755905512
ENSG00000166401	30842.746031746
ENSG00000166402	30992.6953125
ENSG00000166405	30992.6953125
ENSG00000166411	14042.109375
ENSG00000166428	30984.2283464567
ENSG00000166432	9047.50387596899
ENSG00000166435	30341.4573643411
ENSG00000166436	20520.9842519685
ENSG00000166439	25619.0
ENSG00000166441	25516.062992126
ENSG00000166444	30990.2755905512
ENSG00000166446	30995.0775193798
ENSG00000166451	9047.50387596899
ENSG00000166452	25083.4330708661
ENSG00000166454	30955.6976744186
ENSG00000166455	30370.9069767442
ENSG00000166471	9045.29133858268
ENSG00000166477	30955.6976744186
ENSG00000166478	30241.2755905512
ENSG00000166479	30782.7364341085
ENSG00000166482	28762.992248062
ENSG00000166483	30990.2755905512
ENSG00000166484	30995.0775193798
ENSG00000166501	30989.062992126
ENSG00000166503	30993.1640625
ENSG00000166507	30782.7364341085
ENSG00000166508	30995.3359375
ENSG00000166523	30995.0775193798
ENSG00000166526	30995.3359375
ENSG00000166527	30782.7364341085
ENSG00000166529	25620.25
ENSG00000166532	25520.6511627907
ENSG00000166535	28550.6511627907
ENSG00000166546	25109.609375
ENSG00000166548	30992.6953125
ENSG00000166557	30993.1640625
ENSG00000166562	14057.2983870968
ENSG00000166575	30995.0775193798
ENSG00000166578	25998.7596899225
ENSG00000166579	30777.3671875
ENSG00000166582	25520.6511627907
ENSG00000166592	30141.2109375
ENSG00000166595	30992.6953125
ENSG00000166598	14043.8217054264
ENSG00000166619	30995.0775193798
ENSG00000166664	10472.1937984496
ENSG00000166667	5882.1328125
ENSG00000166669	30995.0775193798
ENSG00000166676	19612.4573643411
ENSG00000166681	9047.50387596899
ENSG00000166682	30990.59375
ENSG00000166685	30995.0775193798
ENSG00000166689	30992.6953125
ENSG00000166704	30995.0775193798
ENSG00000166707	9047.50387596899
ENSG00000166710	30782.7364341085
ENSG00000166716	14043.8217054264
ENSG00000166734	14043.8217054264
ENSG00000166736	30778.265625
ENSG00000166743	30781.265625
ENSG00000166747	30740.9921875
ENSG00000166750	30995.0775193798
ENSG00000166762	14043.8217054264
ENSG00000166763	5475.87596899225
ENSG00000166770	8135.62790697674
ENSG00000166780	30993.59375
ENSG00000166783	30993.59375
ENSG00000166788	14042.109375
ENSG00000166793	30995.0775193798
ENSG00000166794	30777.3671875
ENSG00000166796	30955.6976744186
ENSG00000166797	30989.6953125
ENSG00000166800	30083.2015503876
ENSG00000166801	30782.7364341085
ENSG00000166803	30777.3671875
ENSG00000166813	30246.0775193798
ENSG00000166816	30995.0775193798
ENSG00000166819	30182.8682170543
ENSG00000166821	30995.0775193798
ENSG00000166822	30508.8759689922
ENSG00000166823	30368.6015625
ENSG00000166825	30992.6953125
ENSG00000166831	30989.6953125
ENSG00000166833	30782.7364341085
ENSG00000166839	30989.6953125
ENSG00000166845	25775.8888888889
ENSG00000166847	30993.59375
ENSG00000166848	30721.2170542636
ENSG00000166851	30244.59375
ENSG00000166855	30989.6953125
ENSG00000166860	30990.59375
ENSG00000166863	29966.15625
ENSG00000166866	25782.5625
ENSG00000166881	25994.890625
ENSG00000166886	30778.265625
ENSG00000166887	30782.7364341085
ENSG00000166888	30990.59375
ENSG00000166889	25993.9921875
ENSG00000166896	14042.109375
ENSG00000166897	25996.9921875
ENSG00000166900	30989.6953125
ENSG00000166902	30989.6953125
ENSG00000166908	30990.59375
ENSG00000166912	25520.6511627907
ENSG00000166913	30782.7364341085
ENSG00000166922	29058.6511627907
ENSG00000166924	24875.484375
ENSG00000166925	30783.0078125
ENSG00000166927	30989.6953125
ENSG00000166928	25993.9921875
ENSG00000166938	30989.6953125
ENSG00000166946	30995.0775193798
ENSG00000166947	30995.0775193798
ENSG00000166949	30989.6953125
ENSG00000166963	30782.7364341085
ENSG00000166965	25784.6640625
ENSG00000166971	14042.109375
ENSG00000166974	30995.0775193798
ENSG00000166979	25086.8837209302
ENSG00000166986	14042.109375
ENSG00000166987	30990.59375
ENSG00000166997	30783.0078125
ENSG00000167004	25998.7596899225
ENSG00000167005	30953.3203125
ENSG00000167014	28405.9302325581
ENSG00000167034	30083.2015503876
ENSG00000167037	25619.0
ENSG00000167046	20674.2015503876
ENSG00000167065	30995.0775193798
ENSG00000167074	30992.6953125
ENSG00000167077	30780.3671875
ENSG00000167081	30989.703125
ENSG00000167083	30995.0775193798
ENSG00000167085	30995.0775193798
ENSG00000167088	30989.6953125
ENSG00000167094	30989.703125
ENSG00000167100	30995.0775193798
ENSG00000167103	30777.375
ENSG00000167105	30782.7364341085
ENSG00000167106	30989.703125
ENSG00000167107	30995.0775193798
ENSG00000167110	30989.703125
ENSG00000167112	30777.375
ENSG00000167113	25727.7109375
ENSG00000167114	30989.703125
ENSG00000167118	30989.703125
ENSG00000167123	30989.703125
ENSG00000167130	30989.703125
ENSG00000167136	30989.703125
ENSG00000167173	30987.7244094488
ENSG00000167182	30033.7364341085
ENSG00000167183	28762.992248062
ENSG00000167186	30993.59375
ENSG00000167191	30993.59375
ENSG00000167193	30989.6953125
ENSG00000167196	30987.7244094488
ENSG00000167202	30780.8359375
ENSG00000167207	30992.6953125
ENSG00000167208	30825.640625
ENSG00000167210	25392.6124031008
ENSG00000167216	30782.7364341085
ENSG00000167220	30995.0775193798
ENSG00000167232	26041.3700787402
ENSG00000167236	30995.0775193798
ENSG00000167244	29703.4418604651
ENSG00000167257	30990.59375
ENSG00000167258	30995.0775193798
ENSG00000167261	25996.9921875
ENSG00000167264	23338.078125
ENSG00000167272	31008.5
ENSG00000167280	30777.3671875
ENSG00000167281	25993.9921875
ENSG00000167283	30778.265625
ENSG00000167286	30778.265625
ENSG00000167291	30989.6953125
ENSG00000167302	24120.84375
ENSG00000167306	30777.3671875
ENSG00000167315	11384.0697674419
ENSG00000167323	30780.3671875
ENSG00000167325	30992.6953125
ENSG00000167333	30992.6953125
ENSG00000167363	30989.6953125
ENSG00000167371	30003.4285714286
ENSG00000167377	30953.3203125
ENSG00000167378	25825.4920634921
ENSG00000167380	31032.2380952381
ENSG00000167383	26037.7936507937
ENSG00000167384	30780.5714285714
ENSG00000167393	5475.87596899225
ENSG00000167394	31026.7142857143
ENSG00000167395	14045.1507936508
ENSG00000167397	26032.2698412698
ENSG00000167414	31032.2380952381
ENSG00000167419	28951.0310077519
ENSG00000167434	30995.0775193798
ENSG00000167447	24874.5426356589
ENSG00000167460	23213.112
ENSG00000167461	31069.76
ENSG00000167468	30855.78125
ENSG00000167470	26072.40625
ENSG00000167476	14064.390625
ENSG00000167483	31069.76
ENSG00000167487	31069.76
ENSG00000167491	31069.76
ENSG00000167508	30246.0775193798
ENSG00000167513	30995.0775193798
ENSG00000167515	30995.0775193798
ENSG00000167522	30955.6976744186
ENSG00000167523	25998.7596899225
ENSG00000167524	25959.3798449612
ENSG00000167525	30995.0775193798
ENSG00000167526	25786.4186046512
ENSG00000167528	30992.703125
ENSG00000167535	30780.375
ENSG00000167536	30995.0775193798
ENSG00000167543	30995.0775193798
ENSG00000167548	9046.40625
ENSG00000167549	30995.0775193798
ENSG00000167550	30992.703125
ENSG00000167552	14042.109375
ENSG00000167553	20522.6796875
ENSG00000167554	30995.0775193798
ENSG00000167555	30782.7364341085
ENSG00000167562	25998.7596899225
ENSG00000167565	30990.59375
ENSG00000167566	30613.3125
ENSG00000167578	30797.6535433071
ENSG00000167588	30156.28125
ENSG00000167595	25829.9375
ENSG00000167600	31009.968503937
ENSG00000167601	31009.968503937
ENSG00000167604	30243.6953125
ENSG00000167608	30995.0775193798
ENSG00000167613	14043.8217054264
ENSG00000167614	28550.6511627907
ENSG00000167615	14043.8217054264
ENSG00000167618	14043.8217054264
ENSG00000167625	31032.2380952381
ENSG00000167632	30995.0775193798
ENSG00000167633	14043.8217054264
ENSG00000167634	30995.0775193798
ENSG00000167635	30780.3671875
ENSG00000167637	24909.2698412698
ENSG00000167641	30992.6953125
ENSG00000167642	30992.6953125
ENSG00000167645	30780.3671875
ENSG00000167657	31068.109375
ENSG00000167658	31068.109375
ENSG00000167664	30855.78125
ENSG00000167670	31068.109375
ENSG00000167671	31068.109375
ENSG00000167674	31068.109375
ENSG00000167676	25692.125
ENSG00000167680	31068.109375
ENSG00000167685	30995.0775193798
ENSG00000167693	30989.6953125
ENSG00000167695	30989.6953125
ENSG00000167699	30989.6953125
ENSG00000167700	30995.0775193798
ENSG00000167701	30995.0775193798
ENSG00000167702	14043.8217054264
ENSG00000167703	30989.6953125
ENSG00000167705	30989.6953125
ENSG00000167711	30240.6953125
ENSG00000167716	30283.2578125
ENSG00000167720	25993.9921875
ENSG00000167721	30950.3203125
ENSG00000167723	30077.875
ENSG00000167733	31068.109375
ENSG00000167740	30989.6953125
ENSG00000167747	31016.8828125
ENSG00000167748	31016.8828125
ENSG00000167751	29268.640625
ENSG00000167765	5475.671875
ENSG00000167766	30782.7364341085
ENSG00000167767	28515.3937007874
ENSG00000167768	25993.0866141732
ENSG00000167769	25593.7890625
ENSG00000167770	30766.373015873
ENSG00000167771	28202.126984127
ENSG00000167772	28623.8515625
ENSG00000167775	30855.78125
ENSG00000167778	30775.8503937008
ENSG00000167779	30988.1653543307
ENSG00000167780	30948.7952755905
ENSG00000167785	9068.6875
ENSG00000167792	14038.6031746032
ENSG00000167797	25984.2301587302
ENSG00000167799	30766.373015873
ENSG00000167815	30995.0775193798
ENSG00000167840	30777.3671875
ENSG00000167842	30716.6953125
ENSG00000167850	30995.0775193798
ENSG00000167851	25998.7596899225
ENSG00000167861	24874.5426356589
ENSG00000167862	30782.7364341085
ENSG00000167863	6387.7519379845
ENSG00000167874	30989.6953125
ENSG00000167880	30989.6953125
ENSG00000167881	30989.6953125
ENSG00000167889	28545.4375
ENSG00000167895	14042.109375
ENSG00000167900	30989.6953125
ENSG00000167904	30995.0775193798
ENSG00000167912	22047.3720930233
ENSG00000167914	25959.3798449612
ENSG00000167920	30995.0775193798
ENSG00000167925	30995.0775193798
ENSG00000167930	31023.1796875
ENSG00000167962	30061.8515625
ENSG00000167964	28791.25
ENSG00000167965	26027.4765625
ENSG00000167967	31023.1796875
ENSG00000167968	31023.1796875
ENSG00000167969	8134.59375
ENSG00000167972	30810.8515625
ENSG00000167977	31023.1796875
ENSG00000167978	30810.8515625
ENSG00000167981	31023.1796875
ENSG00000167984	24799.859375
ENSG00000167985	25716.873015873
ENSG00000167986	30978.6746031746
ENSG00000167987	30978.6746031746
ENSG00000167992	30978.6746031746
ENSG00000167994	30978.6746031746
ENSG00000167995	30978.6746031746
ENSG00000167996	30668.0714285714
ENSG00000168000	30978.6746031746
ENSG00000168002	30978.6746031746
ENSG00000168003	30978.6746031746
ENSG00000168004	14038.6031746032
ENSG00000168005	30978.6746031746
ENSG00000168010	25998.7596899225
ENSG00000168014	30995.0775193798
ENSG00000168016	25619.0
ENSG00000168026	25998.7596899225
ENSG00000168028	30743.3565891473
ENSG00000168036	30995.0775193798
ENSG00000168038	25520.6511627907
ENSG00000168040	30984.2283464567
ENSG00000168056	30978.6746031746
ENSG00000168060	30978.6746031746
ENSG00000168061	30939.3095238095
ENSG00000168062	30978.6746031746
ENSG00000168066	30978.6746031746
ENSG00000168067	30978.6746031746
ENSG00000168070	24048.3174603175
ENSG00000168071	30978.6746031746
ENSG00000168078	30721.2170542636
ENSG00000168079	30995.0775193798
ENSG00000168081	30995.0775193798
ENSG00000168090	30995.3359375
ENSG00000168092	14042.109375
ENSG00000168096	31023.1796875
ENSG00000168101	31023.1796875
ENSG00000168116	30995.0775193798
ENSG00000168118	25998.7596899225
ENSG00000168137	30615.3178294574
ENSG00000168140	31023.1796875
ENSG00000168152	30995.0775193798
ENSG00000168159	25619.0
ENSG00000168172	30955.6976744186
ENSG00000168175	14043.8217054264
ENSG00000168209	30995.0775193798
ENSG00000168214	30995.0775193798
ENSG00000168216	9047.50387596899
ENSG00000168228	30615.3178294574
ENSG00000168229	30955.6976744186
ENSG00000168234	30610.3125
ENSG00000168237	30984.2283464567
ENSG00000168246	30995.0775193798
ENSG00000168255	6390.1328125
ENSG00000168256	30995.0775193798
ENSG00000168259	30995.0775193798
ENSG00000168260	25810.7209302326
ENSG00000168264	30782.7364341085
ENSG00000168268	30984.2283464567
ENSG00000168269	28762.992248062
ENSG00000168273	19603.1732283465
ENSG00000168274	30990.59375
ENSG00000168275	25086.8837209302
ENSG00000168280	30782.7364341085
ENSG00000168282	30782.7364341085
ENSG00000168283	9046.40625
ENSG00000168286	25996.9921875
ENSG00000168288	30955.6976744186
ENSG00000168291	30993.234375
ENSG00000168297	25997.53125
ENSG00000168298	30178.484375
ENSG00000168300	30995.0775193798
ENSG00000168301	30780.90625
ENSG00000168303	25043.4609375
ENSG00000168306	14044.75
ENSG00000168309	29457.3203125
ENSG00000168310	30955.6976744186
ENSG00000168329	30206.6976744186
ENSG00000168350	30984.2283464567
ENSG00000168356	28430.2325581395
ENSG00000168374	30987.7952755905
ENSG00000168385	30782.7364341085
ENSG00000168386	30995.0775193798
ENSG00000168389	30782.7364341085
ENSG00000168393	25337.2015503876
ENSG00000168394	14045.8582677165
ENSG00000168395	30615.3178294574
ENSG00000168397	9047.50387596899
ENSG00000168404	30995.0775193798
ENSG00000168405	24558.3671875
ENSG00000168411	30995.0775193798
ENSG00000168421	30992.6953125
ENSG00000168427	30995.0775193798
ENSG00000168434	30993.59375
ENSG00000168438	14042.109375
ENSG00000168439	30766.373015873
ENSG00000168461	30995.0775193798
ENSG00000168476	30995.0775193798
ENSG00000168477	6392.71653543307
ENSG00000168487	30955.6976744186
ENSG00000168488	30646.2777777778
ENSG00000168495	30995.0775193798
ENSG00000168496	30766.373015873
ENSG00000168497	30995.0775193798
ENSG00000168502	24125.5426356589
ENSG00000168517	30995.0775193798
ENSG00000168522	27373.984496124
ENSG00000168528	30782.7364341085
ENSG00000168538	24874.5426356589
ENSG00000168546	30995.0775193798
ENSG00000168556	30827.6589147287
ENSG00000168564	30995.0775193798
ENSG00000168566	30995.0775193798
ENSG00000168569	25771.9285714286
ENSG00000168575	25998.7596899225
ENSG00000168591	30995.0775193798
ENSG00000168594	28913.9302325581
ENSG00000168610	30782.7364341085
ENSG00000168612	30995.0775193798
ENSG00000168614	11384.0697674419
ENSG00000168615	30995.0775193798
ENSG00000168646	30989.6953125
ENSG00000168653	30995.0775193798
ENSG00000168661	30992.6953125
ENSG00000168672	30995.0775193798
ENSG00000168675	25086.8837209302
ENSG00000168676	23748.9765625
ENSG00000168679	30960.3149606299
ENSG00000168685	30615.3178294574
ENSG00000168701	25518.375
ENSG00000168710	31000.0
ENSG00000168724	30955.6976744186
ENSG00000168734	30995.0775193798
ENSG00000168754	30990.59375
ENSG00000168758	30778.265625
ENSG00000168763	30990.59375
ENSG00000168765	25792.6062992126
ENSG00000168769	31011.0234375
ENSG00000168772	24492.4140625
ENSG00000168778	31008.5
ENSG00000168781	30782.7364341085
ENSG00000168785	31059.1653543307
ENSG00000168792	30995.0775193798
ENSG00000168795	30995.0775193798
ENSG00000168802	30780.3671875
ENSG00000168803	30995.0775193798
ENSG00000168806	25998.7596899225
ENSG00000168807	30992.6953125
ENSG00000168811	30995.0775193798
ENSG00000168813	30990.2755905512
ENSG00000168818	30995.0775193798
ENSG00000168824	25086.8837209302
ENSG00000168826	30782.7364341085
ENSG00000168827	30995.0775193798
ENSG00000168852	5143.11627906977
ENSG00000168872	30780.3671875
ENSG00000168874	30995.0775193798
ENSG00000168876	30995.0775193798
ENSG00000168878	30158.5658914729
ENSG00000168883	30995.0775193798
ENSG00000168884	14043.8217054264
ENSG00000168887	25082.3410852713
ENSG00000168890	30782.7364341085
ENSG00000168894	11384.0697674419
ENSG00000168899	30995.0775193798
ENSG00000168903	25959.3798449612
ENSG00000168904	30992.6953125
ENSG00000168906	9047.50387596899
ENSG00000168913	25520.6511627907
ENSG00000168916	25993.9921875
ENSG00000168917	25077.3858267717
ENSG00000168918	30995.0775193798
ENSG00000168924	30995.0775193798
ENSG00000168936	30995.0775193798
ENSG00000168939	4663.66666666667
ENSG00000168944	30989.6953125
ENSG00000168952	29049.0472440945
ENSG00000168958	30955.6976744186
ENSG00000168961	25998.7596899225
ENSG00000168970	5143.11627906977
ENSG00000168993	30995.0775193798
ENSG00000168994	25086.8837209302
ENSG00000168995	31016.8828125
ENSG00000169016	30782.7364341085
ENSG00000169018	30984.2283464567
ENSG00000169019	30953.3203125
ENSG00000169020	25998.7596899225
ENSG00000169021	11382.3070866142
ENSG00000169026	25998.7596899225
ENSG00000169031	30995.0775193798
ENSG00000169032	14042.109375
ENSG00000169045	30743.3565891473
ENSG00000169047	30995.0775193798
ENSG00000169057	9047.50387596899
ENSG00000169062	25994.890625
ENSG00000169071	30991.2578125
ENSG00000169083	9047.50387596899
ENSG00000169084	5475.87596899225
ENSG00000169085	30782.7364341085
ENSG00000169087	25998.7596899225
ENSG00000169093	5475.87596899225
ENSG00000169100	5475.87596899225
ENSG00000169105	30995.0775193798
ENSG00000169116	30995.0775193798
ENSG00000169118	30989.6953125
ENSG00000169122	30995.0775193798
ENSG00000169129	30989.6953125
ENSG00000169131	25998.7596899225
ENSG00000169136	31036.4645669291
ENSG00000169139	30955.6976744186
ENSG00000169155	30989.703125
ENSG00000169169	31032.2380952381
ENSG00000169180	31026.7142857143
ENSG00000169181	28788.5555555556
ENSG00000169184	30955.6976744186
ENSG00000169188	9047.50387596899
ENSG00000169189	14045.1507936508
ENSG00000169193	30995.0775193798
ENSG00000169203	5481.80158730159
ENSG00000169217	30814.4126984127
ENSG00000169220	30995.0775193798
ENSG00000169221	31026.7142857143
ENSG00000169223	30721.2170542636
ENSG00000169224	25086.8837209302
ENSG00000169228	30827.6589147287
ENSG00000169230	6387.7519379845
ENSG00000169231	30989.6953125
ENSG00000169239	9047.50387596899
ENSG00000169241	25954.6171875
ENSG00000169242	30777.3671875
ENSG00000169245	30995.0775193798
ENSG00000169246	6387.4921875
ENSG00000169247	30995.0775193798
ENSG00000169249	14043.8217054264
ENSG00000169251	14043.8217054264
ENSG00000169252	30995.0775193798
ENSG00000169255	30782.7364341085
ENSG00000169258	30995.0775193798
ENSG00000169282	30487.0775193798
ENSG00000169288	14043.8217054264
ENSG00000169291	25205.6171875
ENSG00000169299	30246.0775193798
ENSG00000169313	30743.3565891473
ENSG00000169314	30449.976744186
ENSG00000169330	25997.4609375
ENSG00000169359	14043.8217054264
ENSG00000169371	25992.6456692913
ENSG00000169372	30995.0775193798
ENSG00000169375	30987.7244094488
ENSG00000169379	30995.0775193798
ENSG00000169385	30989.6953125
ENSG00000169397	25781.6640625
ENSG00000169398	30995.0775193798
ENSG00000169403	30995.0775193798
ENSG00000169410	30987.7244094488
ENSG00000169413	30989.6953125
ENSG00000169429	25037.4186046512
ENSG00000169432	30818.2125984252
ENSG00000169435	30043.8217054264
ENSG00000169439	30995.0775193798
ENSG00000169442	30782.7364341085
ENSG00000169446	9047.50387596899
ENSG00000169490	30995.0775193798
ENSG00000169495	29231.6124031008
ENSG00000169499	25619.0
ENSG00000169504	30743.3565891473
ENSG00000169507	30985.8031496063
ENSG00000169508	30951.21875
ENSG00000169519	8134.5859375
ENSG00000169554	30782.7364341085
ENSG00000169564	30995.0775193798
ENSG00000169567	14043.8217054264
ENSG00000169570	30822.640625
ENSG00000169575	29850.1085271318
ENSG00000169583	30995.0775193798
ENSG00000169592	31026.7142857143
ENSG00000169598	30782.7364341085
ENSG00000169599	14043.8217054264
ENSG00000169607	30995.0775193798
ENSG00000169609	30993.1640625
ENSG00000169612	9046.40625
ENSG00000169621	30033.7364341085
ENSG00000169627	4663.34920634921
ENSG00000169629	22047.3720930233
ENSG00000169635	30995.0775193798
ENSG00000169641	30782.7364341085
ENSG00000169660	30989.6953125
ENSG00000169668	3822.90697674419
ENSG00000169679	14043.8217054264
ENSG00000169682	31026.7142857143
ENSG00000169683	30777.3671875
ENSG00000169689	30989.6953125
ENSG00000169692	30995.0775193798
ENSG00000169696	30610.3125
ENSG00000169704	30995.0775193798
ENSG00000169710	14042.109375
ENSG00000169714	30782.7364341085
ENSG00000169715	25829.9375
ENSG00000169718	25993.9921875
ENSG00000169727	30989.6953125
ENSG00000169733	25244.9921875
ENSG00000169738	30240.6953125
ENSG00000169740	30995.0775193798
ENSG00000169744	30721.2170542636
ENSG00000169750	30989.6953125
ENSG00000169752	8537.29133858268
ENSG00000169756	30782.7364341085
ENSG00000169758	28943.9448818898
ENSG00000169762	30995.0775193798
ENSG00000169764	30781.265625
ENSG00000169813	30995.0775193798
ENSG00000169814	30500.9379844961
ENSG00000169826	11384.0697674419
ENSG00000169855	30995.0775193798
ENSG00000169857	25998.7596899225
ENSG00000169860	30083.2015503876
ENSG00000169871	30995.3359375
ENSG00000169877	31026.7142857143
ENSG00000169884	30992.703125
ENSG00000169885	30995.0775193798
ENSG00000169891	9047.50387596899
ENSG00000169895	9047.50387596899
ENSG00000169896	31026.7142857143
ENSG00000169902	30995.0775193798
ENSG00000169905	30953.3203125
ENSG00000169908	29270.992248062
ENSG00000169914	25619.0
ENSG00000169918	30274.7364341085
ENSG00000169919	30995.0775193798
ENSG00000169925	30995.0775193798
ENSG00000169926	30995.0775193798
ENSG00000169951	26032.2698412698
ENSG00000169955	31026.7142857143
ENSG00000169957	31026.7142857143
ENSG00000169962	25619.0
ENSG00000169964	28335.3255813953
ENSG00000169967	30995.0775193798
ENSG00000169972	25998.7596899225
ENSG00000169976	30995.0775193798
ENSG00000169981	30995.0775193798
ENSG00000169991	20524.3333333333
ENSG00000169992	30989.6953125
ENSG00000169994	30782.7364341085
ENSG00000170004	30777.3671875
ENSG00000170006	30955.6976744186
ENSG00000170011	28383.2325581395
ENSG00000170017	30995.0775193798
ENSG00000170027	30806.4682539683
ENSG00000170035	28079.078125
ENSG00000170037	14042.109375
ENSG00000170043	30989.6953125
ENSG00000170049	30989.6953125
ENSG00000170074	6387.7519379845
ENSG00000170085	25086.8837209302
ENSG00000170088	30782.7364341085
ENSG00000170089	5475.87596899225
ENSG00000170091	29270.992248062
ENSG00000170092	4967.25396825397
ENSG00000170100	30955.6976744186
ENSG00000170113	30995.0775193798
ENSG00000170128	30989.6953125
ENSG00000170142	30989.703125
ENSG00000170144	9046.40625
ENSG00000170145	30990.59375
ENSG00000170153	25086.8837209302
ENSG00000170160	5475.87596899225
ENSG00000170161	5475.87596899225
ENSG00000170175	30989.6953125
ENSG00000170180	28335.3255813953
ENSG00000170185	30995.0775193798
ENSG00000170190	30995.0775193798
ENSG00000170191	30782.7364341085
ENSG00000170209	30990.59375
ENSG00000170222	25086.8837209302
ENSG00000170231	30487.0775193798
ENSG00000170234	25619.0
ENSG00000170242	30990.2755905512
ENSG00000170248	30955.6976744186
ENSG00000170260	30992.6953125
ENSG00000170264	19769.8661417323
ENSG00000170265	30204.3203125
ENSG00000170266	30782.7364341085
ENSG00000170270	25998.7596899225
ENSG00000170271	25994.890625
ENSG00000170275	30995.0775193798
ENSG00000170291	25082.171875
ENSG00000170293	9047.50387596899
ENSG00000170296	29755.3671875
ENSG00000170298	6387.7519379845
ENSG00000170310	30989.6953125
ENSG00000170312	30990.59375
ENSG00000170315	30955.6976744186
ENSG00000170322	30990.59375
ENSG00000170325	30778.265625
ENSG00000170340	30988.157480315
ENSG00000170345	30990.15625
ENSG00000170348	14042.109375
ENSG00000170356	5143.11627906977
ENSG00000170364	30995.0775193798
ENSG00000170365	30995.0775193798
ENSG00000170379	22959.2480620155
ENSG00000170382	30481.6953125
ENSG00000170385	30782.7364341085
